Flight_Number,Departure_Airport,Arrival_Airport,Flight_Date,Flight_Time,Booking_Date,Booking_Channel,Passenger_ID,Age,Travel_Class,Ticket_Price,Fare_Class,Payment_Method,Flight_Month,Date,GDP_Growth_Rate,Inflation_Rate,Unemployment_Rate,Month,Holiday_Name,Holiday_Date,Holiday_Type,Holiday_Indicator,Weather_Condition,Temperature,Wind_Speed,Precipitation,Departure_Delay,Cancellation,Competitor_Price,Booking_Lead_Time,Airline,Flight_Date_Numeric,Booking_Date_Numeric,Flight_Time_Minutes,Holiday_Date_Numeric
DA404,JFK,ATL,2023-03-29,18:44:00,2023-02-01,Online,2656,61,Economy,106.94,Premium,Debit Card,2023-03,2023-03-01,4.82,6.22,7.66,2023-03,No Holiday,2023-03-29,Non-Holiday,0,Fog,18.21,1.26,49.81,161,0,723.45,56,Delta Airlines,87,127,1124,87
EA505,JFK,LAS,2023-09-26,21:22:00,2023-09-04,Online,3513,24,First Class,1342.56,Regular,Credit Card,2023-09,2023-09-01,0.55,9.26,2.72,2023-09,No Holiday,2023-09-26,Non-Holiday,0,Fog,3.07,16.26,13.91,83,0,1148.19,22,Emirates,268,342,1282,268
DA404,LAX,ATL,2023-05-07,01:06:00,2023-03-30,Phone,3241,27,Economy,1271.38,Premium,Credit Card,2023-05,2023-05-01,-1.37,5.33,6.61,2023-05,No Holiday,2023-05-07,Non-Holiday,0,Storm,-8.68,0.38,2.68,217,0,895.01,38,Delta Airlines,126,184,66,126
BA202,JFK,LAS,2023-03-02,07:11:00,2023-01-06,Travel Agency,1234,67,Business,951.68,Discount,Miles,2023-03,2023-03-01,4.82,6.22,7.66,2023-03,No Holiday,2023-03-02,Non-Holiday,0,Clear,-1.8,3.61,45.81,56,0,310.1,55,British Airways,60,101,431,60
CA303,DEN,ATL,2023-07-14,23:49:00,2023-05-26,Phone,4597,41,Economy,704.56,Regular,Debit Card,2023-07,2023-07-01,4.06,4.61,6.33,2023-07,No Holiday,2023-07-14,Non-Holiday,0,Clear,9.89,3.61,48.24,208,0,956.0,49,Air Canada,194,241,1429,194
BA202,ORD,MIA,2023-01-20,05:13:00,2022-11-13,Travel Agency,3876,41,Business,402.61,Regular,Miles,2023-01,2023-01-01,2.87,4.53,2.9,2023-01,No Holiday,2023-01-20,Non-Holiday,0,Rain,19.74,2.16,41.94,84,0,286.11,68,British Airways,19,47,313,19
CA303,JFK,LAS,2023-10-17,03:47:00,2023-07-22,Online,714,68,First Class,810.2,Discount,Miles,2023-10,2023-10-01,0.89,0.31,3.26,2023-10,No Holiday,2023-10-17,Non-Holiday,0,Clear,7.24,19.25,34.34,186,0,850.99,87,Air Canada,289,298,227,289
BA202,DEN,SFO,2023-02-10,16:50:00,2023-01-23,Phone,4421,53,Economy,1362.95,Discount,Debit Card,2023-02,2023-02-01,-0.8,3.75,6.88,2023-02,No Holiday,2023-02-10,Non-Holiday,0,Fog,15.75,15.15,39.1,212,0,760.91,18,British Airways,40,118,1010,40
DA404,LAX,LAS,2023-11-06,10:54:00,2023-09-09,Phone,1413,46,Economy,400.28,Discount,Miles,2023-11,2023-11-01,0.77,7.73,8.5,2023-11,No Holiday,2023-11-06,Non-Holiday,0,Storm,31.66,2.51,25.07,36,0,334.14,58,Delta Airlines,309,347,654,309
BA202,DFW,SEA,2023-02-07,12:35:00,2022-11-29,Online,2709,32,First Class,225.81,Discount,Credit Card,2023-02,2023-02-01,-0.8,3.75,6.88,2023-02,No Holiday,2023-02-07,Non-Holiday,0,Rain,21.68,4.35,12.18,28,0,614.43,70,British Airways,37,63,755,37
BA202,DEN,ATL,2023-08-09,08:22:00,2023-06-07,Phone,4264,27,Economy,657.01,Premium,Credit Card,2023-08,2023-08-01,4.68,0.36,8.92,2023-08,No Holiday,2023-08-09,Non-Holiday,0,Snow,39.48,7.87,12.89,12,0,823.85,63,British Airways,220,253,502,220
BA202,DEN,LAS,2023-05-01,11:36:00,2023-02-04,Phone,4016,37,Business,1218.76,Premium,Debit Card,2023-05,2023-05-01,-1.37,5.33,6.61,2023-05,Independence Day,2023-05-01,Cultural Event,1,Fog,34.1,13.32,21.83,22,0,417.45,86,British Airways,120,130,696,120
AA100,LAX,LAS,2023-02-16,09:24:00,2023-01-01,Online,1613,20,Business,1198.47,Premium,Credit Card,2023-02,2023-02-01,-0.8,3.75,6.88,2023-02,No Holiday,2023-02-16,Non-Holiday,0,Rain,-3.03,15.74,20.56,146,0,1076.68,46,American Airlines,46,96,564,46
BA202,DEN,LAS,2023-10-29,11:10:00,2023-08-15,Travel Agency,1791,56,Economy,592.48,Regular,Credit Card,2023-10,2023-10-01,0.89,0.31,3.26,2023-10,No Holiday,2023-10-29,Non-Holiday,0,Storm,5.55,5.84,13.42,172,0,932.45,75,British Airways,301,322,670,301
BA202,ORD,ATL,2023-12-27,12:11:00,2023-10-02,Phone,1985,55,Business,875.85,Premium,Debit Card,2023-12,2023-12-01,3.85,2.98,4.42,2023-12,No Holiday,2023-12-27,Non-Holiday,0,Fog,-4.57,5.83,31.58,80,0,1326.39,86,British Airways,360,370,731,360
CA303,DFW,SEA,2023-12-10,18:41:00,2023-11-01,Travel Agency,1088,66,First Class,547.06,Discount,Credit Card,2023-12,2023-12-01,3.85,2.98,4.42,2023-12,No Holiday,2023-12-10,Non-Holiday,0,Fog,6.5,1.09,48.31,96,0,629.73,39,Air Canada,343,400,1121,343
DA404,JFK,ATL,2023-01-16,04:22:00,2023-01-02,Travel Agency,4025,62,Economy,1392.45,Premium,Credit Card,2023-01,2023-01-01,2.87,4.53,2.9,2023-01,No Holiday,2023-01-16,Non-Holiday,0,Fog,29.0,11.18,7.98,115,1,1004.89,14,Delta Airlines,15,97,262,15
EA505,DEN,MIA,2023-11-16,14:41:00,2023-09-21,Online,2886,28,Economy,614.65,Regular,Miles,2023-11,2023-11-01,0.77,7.73,8.5,2023-11,No Holiday,2023-11-16,Non-Holiday,0,Storm,4.72,11.8,38.36,163,0,790.32,56,Emirates,319,359,881,319
EA505,DFW,MIA,2023-10-01,20:10:00,2023-08-10,Travel Agency,3697,28,Business,1441.17,Regular,Debit Card,2023-10,2023-10-01,0.89,0.31,3.26,2023-10,Labor Day,2023-10-01,Public Holiday,1,Storm,17.25,10.06,11.64,80,0,1101.72,52,Emirates,273,317,1210,273
CA303,LAX,MIA,2023-03-08,07:11:00,2023-02-04,Phone,4912,37,Economy,1491.13,Regular,Debit Card,2023-03,2023-03-01,4.82,6.22,7.66,2023-03,No Holiday,2023-03-08,Non-Holiday,0,Clear,17.85,0.15,18.6,202,0,1186.04,32,Air Canada,66,130,431,66
DA404,DFW,SEA,2023-09-16,18:14:00,2023-07-17,Online,53,29,Economy,934.08,Discount,Credit Card,2023-09,2023-09-01,0.55,9.26,2.72,2023-09,No Holiday,2023-09-16,Non-Holiday,0,Fog,10.61,10.07,44.87,48,0,208.5,61,Delta Airlines,258,293,1094,258
AA100,LAX,SFO,2023-04-25,15:49:00,2023-02-28,Travel Agency,100,20,First Class,129.91,Regular,Debit Card,2023-04,2023-04-01,3.01,4.91,7.04,2023-04,No Holiday,2023-04-25,Non-Holiday,0,Rain,14.05,2.19,18.33,67,0,579.54,56,American Airlines,114,154,949,114
DA404,JFK,SFO,2023-09-16,00:46:00,2023-06-26,Online,4673,52,Business,168.08,Regular,Debit Card,2023-09,2023-09-01,0.55,9.26,2.72,2023-09,No Holiday,2023-09-16,Non-Holiday,0,Clear,-7.87,10.85,28.34,215,0,830.28,82,Delta Airlines,258,272,46,258
AA100,LAX,MIA,2023-08-30,02:09:00,2023-06-07,Online,1763,48,Economy,324.14,Regular,Debit Card,2023-08,2023-08-01,4.68,0.36,8.92,2023-08,No Holiday,2023-08-30,Non-Holiday,0,Storm,33.64,10.91,2.38,39,0,912.26,84,American Airlines,241,253,129,241
EA505,ORD,ATL,2023-01-16,11:56:00,2022-11-07,Travel Agency,4658,30,Economy,333.64,Regular,Debit Card,2023-01,2023-01-01,2.87,4.53,2.9,2023-01,No Holiday,2023-01-16,Non-Holiday,0,Snow,-6.52,9.17,16.11,120,0,341.08,70,Emirates,15,41,716,15
CA303,ORD,SEA,2023-05-23,03:59:00,2023-04-26,Phone,2465,44,First Class,1115.15,Premium,Credit Card,2023-05,2023-05-01,-1.37,5.33,6.61,2023-05,No Holiday,2023-05-23,Non-Holiday,0,Clear,17.14,13.46,3.32,107,0,335.54,27,Air Canada,142,211,239,142
AA100,DFW,LAS,2023-10-09,15:26:00,2023-08-19,Online,95,39,Economy,908.9,Premium,Miles,2023-10,2023-10-01,0.89,0.31,3.26,2023-10,No Holiday,2023-10-09,Non-Holiday,0,Snow,-9.17,15.13,14.15,186,0,1266.09,51,American Airlines,281,326,926,281
EA505,DFW,SFO,2023-07-28,14:16:00,2023-05-04,Online,640,53,Business,948.47,Regular,Credit Card,2023-07,2023-07-01,4.06,4.61,6.33,2023-07,No Holiday,2023-07-28,Non-Holiday,0,Rain,-7.73,11.54,37.95,54,0,1303.42,85,Emirates,208,219,856,208
AA100,LAX,ATL,2023-04-22,16:21:00,2023-03-12,Phone,726,34,Economy,926.19,Discount,Miles,2023-04,2023-04-01,3.01,4.91,7.04,2023-04,No Holiday,2023-04-22,Non-Holiday,0,Rain,6.95,11.11,14.59,172,0,1208.51,41,American Airlines,111,166,981,111
BA202,JFK,SEA,2023-03-19,02:57:00,2023-01-06,Travel Agency,1850,50,Business,309.47,Premium,Credit Card,2023-03,2023-03-01,4.82,6.22,7.66,2023-03,No Holiday,2023-03-19,Non-Holiday,0,Rain,-2.13,8.33,48.26,182,1,533.07,72,British Airways,77,101,177,77
EA505,JFK,ATL,2023-07-15,23:18:00,2023-07-04,Phone,2369,50,Economy,101.74,Discount,Credit Card,2023-07,2023-07-01,4.06,4.61,6.33,2023-07,No Holiday,2023-07-15,Non-Holiday,0,Snow,15.39,9.21,28.74,215,0,82.62,11,Emirates,195,280,1398,195
AA100,LAX,MIA,2023-05-30,21:51:00,2023-04-21,Travel Agency,3620,60,Business,1050.14,Regular,Debit Card,2023-05,2023-05-01,-1.37,5.33,6.61,2023-05,No Holiday,2023-05-30,Non-Holiday,0,Storm,29.51,16.35,1.37,117,0,889.17,39,American Airlines,149,206,1311,149
BA202,LAX,MIA,2023-08-17,21:06:00,2023-07-09,Phone,646,20,First Class,1232.85,Regular,Credit Card,2023-08,2023-08-01,4.68,0.36,8.92,2023-08,No Holiday,2023-08-17,Non-Holiday,0,Rain,33.69,17.52,4.9,239,0,660.96,39,British Airways,228,285,1266,228
BA202,ORD,SEA,2023-02-10,03:48:00,2022-12-29,Phone,3281,27,Economy,1001.18,Premium,Credit Card,2023-02,2023-02-01,-0.8,3.75,6.88,2023-02,No Holiday,2023-02-10,Non-Holiday,0,Storm,27.6,10.28,14.2,223,1,1071.76,43,British Airways,40,93,228,40
EA505,DEN,ATL,2023-05-01,02:29:00,2023-03-24,Travel Agency,2678,55,Economy,1113.34,Premium,Credit Card,2023-05,2023-05-01,-1.37,5.33,6.61,2023-05,Independence Day,2023-05-01,Cultural Event,1,Fog,36.53,14.28,34.54,142,0,964.82,38,Emirates,120,178,149,120
CA303,DFW,SEA,2023-08-30,16:50:00,2023-06-25,Phone,3777,65,Business,1421.8,Premium,Debit Card,2023-08,2023-08-01,4.68,0.36,8.92,2023-08,No Holiday,2023-08-30,Non-Holiday,0,Rain,5.71,2.0,32.76,112,0,776.38,66,Air Canada,241,271,1010,241
AA100,LAX,SEA,2023-01-15,18:43:00,2023-01-10,Travel Agency,1813,39,Business,673.76,Premium,Miles,2023-01,2023-01-01,2.87,4.53,2.9,2023-01,No Holiday,2023-01-15,Non-Holiday,0,Fog,-0.7,0.69,40.94,202,0,1294.73,5,American Airlines,14,105,1123,14
CA303,DFW,SFO,2023-04-22,00:12:00,2023-03-17,Phone,3470,35,Economy,857.44,Premium,Credit Card,2023-04,2023-04-01,3.01,4.91,7.04,2023-04,No Holiday,2023-04-22,Non-Holiday,0,Snow,24.44,10.55,0.91,5,0,1384.55,36,Air Canada,111,171,12,111
EA505,LAX,SEA,2023-12-12,21:58:00,2023-09-30,Online,1312,64,First Class,706.39,Premium,Miles,2023-12,2023-12-01,3.85,2.98,4.42,2023-12,No Holiday,2023-12-12,Non-Holiday,0,Fog,24.82,15.43,23.55,122,1,250.26,73,Emirates,345,368,1318,345
EA505,LAX,SEA,2023-11-29,15:39:00,2023-09-26,Travel Agency,1977,27,First Class,1053.94,Discount,Miles,2023-11,2023-11-01,0.77,7.73,8.5,2023-11,No Holiday,2023-11-29,Non-Holiday,0,Storm,26.86,9.87,32.97,189,0,570.07,64,Emirates,332,364,939,332
DA404,JFK,SEA,2023-03-13,23:34:00,2022-12-17,Travel Agency,175,18,Business,791.18,Regular,Miles,2023-03,2023-03-01,4.82,6.22,7.66,2023-03,No Holiday,2023-03-13,Non-Holiday,0,Fog,24.74,6.28,24.9,200,0,602.37,86,Delta Airlines,71,81,1414,71
DA404,DEN,ATL,2023-11-18,12:26:00,2023-09-29,Travel Agency,1047,33,First Class,689.55,Premium,Credit Card,2023-11,2023-11-01,0.77,7.73,8.5,2023-11,No Holiday,2023-11-18,Non-Holiday,0,Clear,-4.78,13.77,10.68,15,0,763.76,50,Delta Airlines,321,367,746,321
CA303,LAX,LAS,2023-08-30,04:47:00,2023-07-20,Online,118,66,Economy,1051.1,Regular,Miles,2023-08,2023-08-01,4.68,0.36,8.92,2023-08,No Holiday,2023-08-30,Non-Holiday,0,Storm,33.64,10.91,2.38,109,0,192.15,41,Air Canada,241,296,287,241
AA100,DFW,MIA,2023-08-10,09:49:00,2023-05-08,Online,1884,35,Economy,1477.0,Regular,Credit Card,2023-08,2023-08-01,4.68,0.36,8.92,2023-08,No Holiday,2023-08-10,Non-Holiday,0,Snow,14.28,16.84,32.26,106,1,278.04,94,American Airlines,221,223,589,221
CA303,JFK,LAS,2023-01-17,17:42:00,2022-11-25,Phone,3704,24,Economy,935.88,Regular,Miles,2023-01,2023-01-01,2.87,4.53,2.9,2023-01,No Holiday,2023-01-17,Non-Holiday,0,Fog,17.71,15.58,36.74,0,0,196.16,53,Air Canada,16,59,1062,16
EA505,LAX,MIA,2023-01-25,07:48:00,2022-12-27,Phone,4562,32,Economy,854.65,Discount,Credit Card,2023-01,2023-01-01,2.87,4.53,2.9,2023-01,No Holiday,2023-01-25,Non-Holiday,0,Snow,17.59,16.02,32.93,102,0,966.58,29,Emirates,24,91,468,24
CA303,LAX,ATL,2023-07-08,23:53:00,2023-05-28,Phone,458,27,Economy,327.25,Regular,Debit Card,2023-07,2023-07-01,4.06,4.61,6.33,2023-07,No Holiday,2023-07-08,Non-Holiday,0,Rain,21.74,12.7,27.96,168,0,543.52,41,Air Canada,188,243,1433,188
CA303,LAX,LAS,2023-09-14,04:17:00,2023-06-13,Travel Agency,644,32,Economy,769.58,Discount,Credit Card,2023-09,2023-09-01,0.55,9.26,2.72,2023-09,No Holiday,2023-09-14,Non-Holiday,0,Rain,26.85,9.67,31.13,237,0,1221.39,93,Air Canada,256,259,257,256
BA202,DEN,ATL,2023-03-29,22:58:00,2022-12-26,Online,2443,45,First Class,897.68,Discount,Debit Card,2023-03,2023-03-01,4.82,6.22,7.66,2023-03,No Holiday,2023-03-29,Non-Holiday,0,Clear,26.5,6.7,43.15,30,0,853.87,93,British Airways,87,90,1378,87
EA505,ORD,SEA,2023-10-05,18:09:00,2023-09-09,Online,97,58,Economy,1067.33,Discount,Credit Card,2023-10,2023-10-01,0.89,0.31,3.26,2023-10,No Holiday,2023-10-05,Non-Holiday,0,Rain,1.1,6.16,27.16,19,0,780.84,26,Emirates,277,347,1089,277
BA202,LAX,ATL,2023-03-30,19:11:00,2023-03-18,Online,1337,50,First Class,1330.88,Discount,Credit Card,2023-03,2023-03-01,4.82,6.22,7.66,2023-03,No Holiday,2023-03-30,Non-Holiday,0,Clear,31.55,11.12,29.27,94,0,1089.53,12,British Airways,88,172,1151,88
DA404,DEN,SEA,2023-07-01,12:23:00,2023-04-06,Online,3499,61,First Class,613.24,Discount,Credit Card,2023-07,2023-07-01,4.06,4.61,6.33,2023-07,Christmas,2023-07-01,Public Holiday,1,Fog,-6.2,0.31,49.94,116,0,107.05,86,Delta Airlines,181,191,743,181
DA404,LAX,SFO,2023-03-29,16:15:00,2023-02-26,Travel Agency,4561,58,Business,695.66,Discount,Credit Card,2023-03,2023-03-01,4.82,6.22,7.66,2023-03,No Holiday,2023-03-29,Non-Holiday,0,Rain,11.53,8.75,27.53,72,0,957.63,31,Delta Airlines,87,152,975,87
CA303,DFW,ATL,2023-11-19,20:23:00,2023-10-12,Travel Agency,2307,49,Business,299.97,Discount,Miles,2023-11,2023-11-01,0.77,7.73,8.5,2023-11,No Holiday,2023-11-19,Non-Holiday,0,Rain,-7.5,6.25,47.86,145,0,1067.2,38,Air Canada,322,380,1223,322
DA404,JFK,MIA,2023-12-09,09:39:00,2023-10-19,Online,2868,52,Economy,285.54,Discount,Credit Card,2023-12,2023-12-01,3.85,2.98,4.42,2023-12,No Holiday,2023-12-09,Non-Holiday,0,Rain,-0.19,8.93,12.66,38,0,139.74,51,Delta Airlines,342,387,579,342
DA404,LAX,MIA,2023-07-17,20:22:00,2023-06-19,Travel Agency,2084,47,Business,614.89,Discount,Miles,2023-07,2023-07-01,4.06,4.61,6.33,2023-07,No Holiday,2023-07-17,Non-Holiday,0,Clear,39.65,13.04,6.79,98,0,537.62,28,Delta Airlines,197,265,1222,197
BA202,JFK,MIA,2023-08-03,23:16:00,2023-06-14,Online,2788,69,Business,1191.35,Premium,Debit Card,2023-08,2023-08-01,4.68,0.36,8.92,2023-08,No Holiday,2023-08-03,Non-Holiday,0,Clear,32.85,4.43,27.6,207,0,1348.77,50,British Airways,214,260,1396,214
DA404,DEN,SFO,2023-03-19,10:33:00,2023-02-12,Phone,739,53,Business,530.56,Premium,Debit Card,2023-03,2023-03-01,4.82,6.22,7.66,2023-03,No Holiday,2023-03-19,Non-Holiday,0,Snow,24.75,18.11,35.49,135,0,303.75,35,Delta Airlines,77,138,633,77
DA404,JFK,SFO,2023-09-16,00:46:00,2023-06-26,Online,4673,52,Business,168.08,Regular,Debit Card,2023-09,2023-09-01,0.55,9.26,2.72,2023-09,No Holiday,2023-09-16,Non-Holiday,0,Clear,-7.87,10.85,28.34,178,0,208.5,82,Delta Airlines,258,272,46,258
DA404,JFK,SFO,2023-09-16,00:46:00,2023-06-26,Online,4673,52,Business,168.08,Regular,Debit Card,2023-09,2023-09-01,0.55,9.26,2.72,2023-09,No Holiday,2023-09-16,Non-Holiday,0,Fog,20.33,10.69,34.53,48,0,936.28,82,Delta Airlines,258,272,46,258
AA100,LAX,SFO,2023-10-20,22:31:00,2023-07-13,Online,3801,31,First Class,680.91,Discount,Miles,2023-10,2023-10-01,0.89,0.31,3.26,2023-10,No Holiday,2023-10-20,Non-Holiday,0,Snow,-4.72,15.14,29.88,166,0,351.76,99,American Airlines,292,289,1351,292
BA202,ORD,SFO,2023-01-07,06:01:00,2022-12-30,Travel Agency,450,46,First Class,635.69,Premium,Credit Card,2023-01,2023-01-01,2.87,4.53,2.9,2023-01,No Holiday,2023-01-07,Non-Holiday,0,Snow,26.9,2.75,10.59,219,0,295.08,8,British Airways,6,94,361,6
EA505,ORD,MIA,2023-04-21,04:14:00,2023-02-08,Phone,4730,31,Business,1450.56,Premium,Credit Card,2023-04,2023-04-01,3.01,4.91,7.04,2023-04,No Holiday,2023-04-21,Non-Holiday,0,Fog,15.69,4.26,24.85,23,0,1118.75,72,Emirates,110,134,254,110
EA505,ORD,ATL,2023-05-26,08:27:00,2023-04-08,Travel Agency,930,26,Economy,637.5,Premium,Debit Card,2023-05,2023-05-01,-1.37,5.33,6.61,2023-05,No Holiday,2023-05-26,Non-Holiday,0,Snow,38.87,2.2,41.35,149,0,1074.37,48,Emirates,145,193,507,145
AA100,LAX,SFO,2023-05-26,10:30:00,2023-04-18,Phone,4020,23,Economy,948.22,Regular,Miles,2023-05,2023-05-01,-1.37,5.33,6.61,2023-05,No Holiday,2023-05-26,Non-Holiday,0,Rain,37.68,8.6,28.93,126,0,768.09,38,American Airlines,145,203,630,145
BA202,JFK,ATL,2023-06-02,07:39:00,2023-03-11,Phone,4133,55,Business,1190.32,Regular,Credit Card,2023-06,2023-06-01,-0.8,4.07,6.29,2023-06,No Holiday,2023-06-02,Non-Holiday,0,Rain,-6.57,13.73,45.6,25,0,624.48,83,British Airways,152,165,459,152
AA100,LAX,SEA,2023-05-23,01:51:00,2023-04-04,Travel Agency,814,21,Business,551.48,Discount,Debit Card,2023-05,2023-05-01,-1.37,5.33,6.61,2023-05,No Holiday,2023-05-23,Non-Holiday,0,Storm,35.48,19.04,32.95,120,0,806.13,49,American Airlines,142,189,111,142
CA303,LAX,MIA,2023-01-18,08:32:00,2022-11-14,Travel Agency,2101,23,Economy,1160.31,Premium,Credit Card,2023-01,2023-01-01,2.87,4.53,2.9,2023-01,No Holiday,2023-01-18,Non-Holiday,0,Clear,24.86,0.45,30.59,118,0,1327.86,65,Air Canada,17,48,512,17
EA505,DFW,MIA,2023-09-19,14:54:00,2023-08-15,Travel Agency,3673,54,First Class,196.22,Discount,Debit Card,2023-09,2023-09-01,0.55,9.26,2.72,2023-09,No Holiday,2023-09-19,Non-Holiday,0,Fog,-0.97,14.94,49.19,73,0,405.54,35,Emirates,261,322,894,261
DA404,DEN,SEA,2023-02-28,17:22:00,2023-01-03,Travel Agency,2059,46,First Class,799.15,Regular,Credit Card,2023-02,2023-02-01,-0.8,3.75,6.88,2023-02,No Holiday,2023-02-28,Non-Holiday,0,Storm,14.93,14.21,12.37,23,0,1189.0,56,Delta Airlines,58,98,1042,58
CA303,JFK,ATL,2023-01-10,04:24:00,2022-12-06,Online,3366,61,Economy,388.69,Discount,Miles,2023-01,2023-01-01,2.87,4.53,2.9,2023-01,No Holiday,2023-01-10,Non-Holiday,0,Rain,23.44,19.34,44.95,1,0,128.59,35,Air Canada,9,70,264,9
AA100,DEN,MIA,2023-07-01,13:43:00,2023-04-11,Online,2988,51,First Class,741.25,Discount,Miles,2023-07,2023-07-01,4.06,4.61,6.33,2023-07,Christmas,2023-07-01,Public Holiday,1,Rain,0.69,18.49,10.33,85,0,779.62,81,American Airlines,181,196,823,181
DA404,JFK,ATL,2023-03-18,03:36:00,2022-12-27,Online,4533,36,Business,165.28,Regular,Debit Card,2023-03,2023-03-01,4.82,6.22,7.66,2023-03,No Holiday,2023-03-18,Non-Holiday,0,Fog,32.99,4.61,33.76,74,0,1070.92,81,Delta Airlines,76,91,216,76
CA303,DEN,ATL,2023-10-29,15:34:00,2023-08-03,Online,3580,60,First Class,1240.08,Regular,Credit Card,2023-10,2023-10-01,0.89,0.31,3.26,2023-10,No Holiday,2023-10-29,Non-Holiday,0,Rain,33.15,6.93,32.37,62,0,988.26,87,Air Canada,301,310,934,301
AA100,DFW,SEA,2023-01-14,12:04:00,2023-01-09,Phone,1852,58,First Class,1402.21,Regular,Credit Card,2023-01,2023-01-01,2.87,4.53,2.9,2023-01,No Holiday,2023-01-14,Non-Holiday,0,Clear,36.43,16.2,7.54,183,1,898.71,5,American Airlines,13,104,724,13
DA404,JFK,SFO,2023-05-26,08:45:00,2023-03-05,Online,2899,56,Business,1304.51,Premium,Miles,2023-05,2023-05-01,-1.37,5.33,6.61,2023-05,No Holiday,2023-05-26,Non-Holiday,0,Snow,37.81,12.66,36.39,159,0,937.18,82,Delta Airlines,145,159,525,145
EA505,LAX,SEA,2023-07-07,14:11:00,2023-04-24,Phone,4002,57,Business,589.35,Premium,Miles,2023-07,2023-07-01,4.06,4.61,6.33,2023-07,No Holiday,2023-07-07,Non-Holiday,0,Clear,16.51,10.43,6.53,91,0,541.09,74,Emirates,187,209,851,187
EA505,DEN,ATL,2023-06-13,10:46:00,2023-03-07,Travel Agency,3369,42,First Class,276.83,Regular,Credit Card,2023-06,2023-06-01,-0.8,4.07,6.29,2023-06,No Holiday,2023-06-13,Non-Holiday,0,Rain,29.65,10.37,36.62,229,0,1351.11,98,Emirates,163,161,646,163
AA100,LAX,LAS,2023-10-20,11:15:00,2023-09-01,Phone,272,68,Business,330.98,Discount,Debit Card,2023-10,2023-10-01,0.89,0.31,3.26,2023-10,No Holiday,2023-10-20,Non-Holiday,0,Snow,-4.72,15.14,29.88,57,0,175.56,49,American Airlines,292,339,675,292
AA100,ORD,SFO,2023-10-14,19:58:00,2023-07-27,Online,2462,54,Economy,1401.29,Premium,Credit Card,2023-10,2023-10-01,0.89,0.31,3.26,2023-10,No Holiday,2023-10-14,Non-Holiday,0,Storm,-2.91,2.0,4.93,101,0,1225.48,79,American Airlines,286,303,1198,286
EA505,LAX,LAS,2023-07-30,13:19:00,2023-04-27,Phone,4124,67,First Class,282.4,Discount,Miles,2023-07,2023-07-01,4.06,4.61,6.33,2023-07,No Holiday,2023-07-30,Non-Holiday,0,Storm,25.47,6.62,28.58,33,0,309.11,94,Emirates,210,212,799,210
DA404,JFK,LAS,2023-09-24,08:37:00,2023-06-24,Travel Agency,3885,56,Economy,1086.1,Discount,Miles,2023-09,2023-09-01,0.55,9.26,2.72,2023-09,No Holiday,2023-09-24,Non-Holiday,0,Snow,-2.51,8.09,12.81,113,0,214.49,92,Delta Airlines,266,270,517,266
BA202,ORD,ATL,2023-07-21,20:47:00,2023-05-15,Travel Agency,2131,30,Economy,462.09,Discount,Credit Card,2023-07,2023-07-01,4.06,4.61,6.33,2023-07,No Holiday,2023-07-21,Non-Holiday,0,Storm,26.14,12.17,9.8,189,0,804.79,67,British Airways,201,230,1247,201
AA100,DEN,SEA,2023-07-27,03:59:00,2023-06-04,Online,2739,41,Business,434.72,Regular,Debit Card,2023-07,2023-07-01,4.06,4.61,6.33,2023-07,No Holiday,2023-07-27,Non-Holiday,0,Clear,12.85,15.72,47.56,203,0,1211.19,53,American Airlines,207,250,239,207
CA303,JFK,ATL,2023-01-02,11:44:00,2022-12-27,Phone,2388,44,First Class,946.99,Discount,Debit Card,2023-01,2023-01-01,2.87,4.53,2.9,2023-01,No Holiday,2023-01-02,Non-Holiday,0,Rain,-3.04,9.77,40.68,207,0,720.85,6,Air Canada,1,91,704,1
AA100,DEN,SEA,2023-09-13,14:44:00,2023-08-16,Online,1192,33,Business,1193.56,Discount,Miles,2023-09,2023-09-01,0.55,9.26,2.72,2023-09,No Holiday,2023-09-13,Non-Holiday,0,Clear,5.15,19.67,18.34,203,0,1362.95,28,American Airlines,255,323,884,255
EA505,ORD,SFO,2023-04-01,00:03:00,2023-01-04,Travel Agency,4508,68,Business,1319.75,Regular,Debit Card,2023-04,2023-04-01,3.01,4.91,7.04,2023-04,New Year,2023-04-01,Public Holiday,1,Storm,1.18,15.31,7.32,101,0,837.83,87,Emirates,90,99,3,90
BA202,JFK,LAS,2023-12-27,09:30:00,2023-11-08,Phone,760,62,Economy,695.95,Discount,Debit Card,2023-12,2023-12-01,3.85,2.98,4.42,2023-12,No Holiday,2023-12-27,Non-Holiday,0,Fog,39.77,8.28,3.09,236,0,974.71,49,British Airways,360,407,570,360
BA202,DEN,SFO,2023-02-06,16:24:00,2022-12-23,Travel Agency,3577,35,First Class,973.81,Regular,Credit Card,2023-02,2023-02-01,-0.8,3.75,6.88,2023-02,No Holiday,2023-02-06,Non-Holiday,0,Storm,29.65,16.57,38.49,98,0,724.39,45,British Airways,36,87,984,36
DA404,ORD,LAS,2023-07-15,04:11:00,2023-04-12,Online,1117,32,Economy,602.98,Regular,Miles,2023-07,2023-07-01,4.06,4.61,6.33,2023-07,No Holiday,2023-07-15,Non-Holiday,0,Snow,-9.82,17.5,8.5,75,0,617.74,94,Delta Airlines,195,197,251,195
